DateTime,Elec_SH,Elec_DHW,Heat_SH,Heat_DHW,OutdoorTemperature,Trial_indicator
12/20/2025,13.7472,2.746,56.9443,6.1338,5.8625,1
12/21/2025,8.2967,5.5916,43.109,13.3872,9.625,1
12/22/2025,7.2364,4.0316,36.5109,9.1445,9.6125,1
12/23/2025,9.796,7.3956,45.5858,16.1742,7.0375,1
12/24/2025,16.6395,2.2718,71.697,4.7862,4.820833333,1
12/25/2025,18.7627,3.629,76.1813,7.7838,3.520833333,1
12/26/2025,17.2857,5.4685,71.2543,11.8832,4.245833333,1
12/27/2025,19.0518,7.3532,71.5538,15.7608,4.75,1
12/28/2025,12.4907,3.9525,60.6511,8.3645,6.475,1
12/29/2025,16.4564,6.7472,64.0209,14.4975,5.6875,1
12/30/2025,13.9274,2.0755,61.141,4.2395,4.866666667,1
12/31/2025,12.9214,0,50.1025,0,2.858333333,1
